Unnamed: 0,SMILES,Fluorescence_Oscillator_Strength
1650,COc1ccc2c(c1)N(c1ccc(-c3ncccc3-c3ccc(-c4cccnc4-c4ccc(N5c6ccccc6Sc6ccc(OC)cc65)cc4)cc3)cc1)c1ccccc1S2,-0.000846314
1651,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccccc3-c3ccccc3-c3ccc(-c4ccc(-c5ccc(-c6ccccc6-c6ccccc6-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)s5)s4)s3)cc2)cc1,-0.009684921
1652,Fc1c(-c2ccsc2-c2cc(-c3ccc(-n4c(-c5ccccc5)nc5ccccc54)cc3)c3ccccc3c2F)cc(-c2ccc(-n3c(-c4ccccc4)nc4ccccc43)cc2)c2ccccc12,-0.156391176
1653,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccccc3-c3ccccc3-c3ccc(OCC4CCCCO4)c(-c4ccccc4-c4ccccc4-c4ccc(N(c5ccc(C)cc5)c5ccc(C)cc5)cc4)c3)cc2)cc1,-0.507529624
1654,c1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2cncc(-c3ccc(-c4ccc(-c5ccc(-c6cncc(-c7ccc(N8c9ccccc9Oc9ccccc98)cc7)c6)cc5)cc4)cc3)c2)cc1,-0.126893552
1655,COc1ccc2c3ccccc3n(-c3ccc(-c4cccc(F)c4-c4cc(C)c(-c5c(F)cccc5-c5ccc(-n6c7ccccc7c7ccc(OC)cc76)cc5)cc4C)cc3)c2c1,-0.477429076
1656,COc1ccc(-c2ccc(-n3c4ccccc4c(=O)c4ccccc43)cc2)c(-c2cc(C)c(-c3cc(OC)ccc3-c3ccc(-n4c5ccccc5c(=O)c5ccccc54)cc3)nn2)c1,-0.050555622
1657,Cc1cc(-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)cc(-c2cc(C)c(-c3cc(C)cc(-c4ccc5c6ccccc6n(-c6ccc(-c7ccccc7)cc6)c5c4)c3)cc2C)c1,-0.032734491
1658,Nc1cc(-c2cc(-c3ccc(-n4c(-c5ccccc5)nc5ccccc54)cc3)c3ccccc3c2F)ccc1-c1ccc(-c2cc(-c3ccc(-n4c(-c5ccccc5)nc5ccccc54)cc3)c3ccccc3c2F)cc1N,-0.249886746
1659,CCn1c2ccccc2c2cc(-c3ccc4oc(-c5csc(-c6cc7cc(-c8ccc9c(c8)c8ccccc8n9CC)ccc7o6)n5)cc4c3)ccc21,-0.23071433
1660,CCc1cc(-c2ccc(-c3ccc(N4c5ccccc5CCc5ccccc54)cc3)cc2)ccc1-c1ccc(-c2ccc(N3c4ccccc4CCc4ccccc43)cc2)cc1,-0.352997277
1661,Nc1c(-c2cncc(-c3ccc(N(c4ccccc4)c4ccc(-c5ccccc5)cc4)cc3)c2)cc2nc[nH]c2c1-c1cncc(-c2ccc(N(c3ccccc3)c3ccc(-c4ccccc4)cc3)cc2)c1,-0.053975889
1662,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccccc3-c3cc(C)c(-c4ccccc4-c4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)nn3)cc2)cc1,-0.011145217
1663,Cn1ccc2cc(-c3cc(-c4cc5nsnc5cc4-c4cc(-c5ccc6c(ccn6C)c5)c5ccccc5c4F)c(F)c4ccccc34)ccc21,-0.00451806
1664,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cccc(-c4cc5c(c(-c6cccc(-c7ccc(N(c8ccc(OC)cc8)c8ccc(OC)cc8)cc7)c6C)c4)NC(=O)C5=O)c3C)cc2)cc1,-2.65E-05
1665,COC(=O)c1ccccc1N(c1ccc(-c2ccc(-c3cc(F)c(-c4ccc(-c5ccc(N(c6cccc(C(F)(F)F)c6)c6ccccc6C(=O)OC)cc5)nc4)c(F)c3)cn2)cc1)c1cccc(C(F)(F)F)c1,-1.64754745
1666,Cc1cc(-c2ccc(-n3c4ccccc4c(=O)c4ccccc43)cc2)ccc1-c1c(C)nn(C)c1-c1ccc(-c2ccc(-n3c4ccccc4c(=O)c4ccccc43)cc2)cc1C,-2.25E-05
1667,CCCCCCc1cc(-c2ccc(-c3ccc(N4c5ccccc5CCc5ccccc54)cc3)s2)sc1-c1ccc(-c2ccc(N3c4ccccc4CCc4ccccc43)cc2)s1,-2.087057751
1668,COc1ccc2c(c1)N(c1ccc(-c3cccc(F)c3-c3cc(-c4c(F)cccc4-c4ccc(N5c6ccccc6Sc6ccc(OC)cc65)cc4)c(OCc4ccccc4)cc3F)cc1)c1ccccc1S2,-0.124821849
1669,CC1(C)c2ccccc2N(c2ccc(-c3ccc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(-c8ccc(N9c%10ccccc%10C(C)(C)c%10ccccc%109)cc8)s7)s6)s5)s4)s3)cc2)c2ccccc21,-0.87453727
1670,COC(=O)c1cc(-c2cscc2-c2ccc(-n3c4ccc(OC)cc4c4cc(OC)ccc43)cc2)c(F)c(-c2cscc2-c2ccc(-n3c4ccc(OC)cc4c4cc(OC)ccc43)cc2)c1N,-0.013603016
1671,c1ccc2c(c1)Sc1ccccc1N2c1ccc(-c2cc(-c3ccoc3-c3ccnc(-c4ccc(N5c6ccccc6Sc6ccccc65)cc4)c3)ccn2)cc1,-0.039549351
1672,FC(F)(F)c1ccc2c(c1)N(c1ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(N8c9ccccc9Sc9ccc(C(F)(F)F)cc98)cc7)nc6)s5)s4)cn3)cc1)c1ccccc1S2,-0.029343248
1673,COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4cccc(-c5cc6nc[nH]c6c(-c6cccc(-c7ccc(-n8c9cc(OC)ccc9c9ccc(OC)cc98)cc7)c6F)c5N)c4F)cc3)c2c1,-0.040502388
1674,Fc1ncc(-c2ccc(-c3ccc(N4c5ccccc5Sc5ccc(C(F)(F)F)cc54)cc3)nc2)cc1-c1ccc(-c2ccc(N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)nc1,-1.925580152
1675,CCCCCCc1cc(-c2ccc(-c3ccc4ncn(C)c4c3)cn2)c(CCCCCC)cc1-c1ccc(-c2ccc3ncn(C)c3c2)cn1,-1.247624461
1676,COC(=O)c1ccccc1N(c1ccc(-c2ccc(C(F)(F)F)cc2-c2ccc(C)c(-c3cc(C(F)(F)F)ccc3-c3ccc(N(c4cccc(C(F)(F)F)c4)c4ccccc4C(=O)OC)cc3)c2)cc1)c1cccc(C(F)(F)F)c1,-0.175524782
1677,CC(C)(C)c1cc(-c2c(-c3ccc4c5ccccc5n(-c5ccc(-c6ccccc6)cc5)c4c3)ccc(F)c2F)cc(-c2c(-c3ccc4c5ccccc5n(-c5ccc(-c6ccccc6)cc5)c4c3)ccc(F)c2F)c1,-0.032620494
1678,O=C(O)c1cc(-c2cscc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc2)c(-c2cscc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc2)o1,-0.00121673
1679,CCn1c2ccccc2c2cc(-c3cc(C)c(F)c(-c4cc(-c5cc(-c6ccc7c(c6)c6ccccc6n7CC)cc(C)c5F)c(N)nn4)c3)ccc21,-0.00568482
1680,COc1c(-c2cc(-c3cccc(-n4c5ccccc5c5ccccc54)c3)ccc2F)cc(C)cc1-c1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)ccc1F,-0.001957391
1681,N#CCc1cc(-c2sc3ccccc3c2-c2ccc(-n3c(-c4ccccc4)nc4ccccc43)cc2)ccc1-c1sc2ccccc2c1-c1ccc(-n2c(-c3ccccc3)nc3ccccc32)cc1,-0.02015494
1682,Cc1csc(-c2sc3ccccc3c2-c2ccc3c(ccn3C)c2)c1-c1sc2ccccc2c1-c1ccc2c(ccn2C)c1,-0.150351074
1683,COc1cc(-c2ccc(N(C)C)cc2)cc(-c2cc(C)c(-c3cc(OC)cc(-c4ccc(N(C)C)cc4)c3)cc2C)c1,-0.097178583
1684,O=[N+]([O-])c1cc(-c2ccncc2-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3-c2ccccc2)ccc1-c1ccncc1-c1ccc2c(c1)c1cc(-c3ccccc3)ccc1n2-c1ccccc1,-0.004182731
1685,COc1c(-c2c(F)cccc2-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)cc(C)cc1-c1c(F)cccc1-c1ccc2c(ccn2C(=O)OC(C)(C)C)c1,-0.04337135
1686,COc1ccc2c3ccccc3n(-c3ccc(-c4cc(C)cc(-c5ccc(CC(=O)O)c(-c6cc(C)cc(-c7ccc(-n8c9ccccc9c9ccc(OC)cc98)cc7)c6)c5)c4)cc3)c2c1,-0.005429569
1687,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3cc(C)c(-c4csc(C(=O)O)c4-c4cc(C)c(-c5ccc(N(c6ccc(C)cc6)c6ccc(C)cc6)cc5)cc4C)cc3C)cc2)cc1,-0.034780363
1688,CCOC(=O)c1cc(-c2ccc(N(c3ccccc3)c3ccc(-c4ccccc4)cc3)cc2)cc(-c2cc(OC(F)(F)F)cc(-c3cc(C(=O)OCC)cc(-c4ccc(N(c5ccccc5)c5ccc(-c6ccccc6)cc5)cc4)c3)c2N)c1,-0.030376727
1689,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3cc(-c4nnc(-c5ccnc(-c6ccc(N(c7ccc(C)cc7)c7ccc(C)cc7)cc6)c5)s4)ccn3)cc2)cc1,-0.077602164
1690,Cc1c(-c2ccc(N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)cccc1-c1sc(-c2cccc(-c3ccc(N4c5ccccc5Sc5ccc(C(F)(F)F)cc54)cc3)c2C)c(C(=O)O)c1C(=O)O,-0.000111175
1691,COc1ccc2c3ccc(OC)cc3n(-c3ccc(-c4cccc(F)c4-c4ccc5cc(-c6c(F)cccc6-c6ccc(-n7c8cc(OC)ccc8c8ccc(OC)cc87)cc6)ccc5c4)cc3)c2c1,-0.000238318
1692,Nc1nc(F)c(-c2cccc(-c3ccc(N(c4ccccc4)c4ccc(-c5ccccc5)cc4)cc3)c2F)cc1-c1cccc(-c2ccc(N(c3ccccc3)c3ccc(-c4ccccc4)cc3)cc2)c1F,-0.137641691
1693,Fc1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)cc1-c1c(F)c(F)c(-c2cc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)ccc2F)c(F)c1F,-0.031201447
1694,c1cc(-c2cc(-c3cccc(-c4cccc(-c5cc(-c6cccc(-n7c8ccccc8c8ccccc87)c6)no5)n4)n3)on2)cc(-n2c3ccccc3c3ccccc32)c1,-0.003326461
1695,CCOc1c(-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc2)cc(Cl)cc1-c1c(F)c(F)c(-c2cc(Cl)cc(-c3ccc(N4c5ccccc5C(C)(C)c5ccccc54)cc3)c2OCC)c(F)c1F,-0.002407554
1696,Cc1cc(-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc2)cc(-c2cncc(-c3cc(C)cc(-c4ccc(N5c6ccccc6C(C)(C)c6ccccc65)cc4)c3)c2C(=O)O)c1,-0.01371056
1697,Cn1cnc2ccc(-c3cc(-c4cncc(-c5cc(-c6ccc7ncn(C)c7c6)c6ccccc6c5F)c4C(=O)O)c(F)c4ccccc34)cc21,-0.025291877
1698,Cc1cc(-c2ccc(-c3ccc(N(C(=O)OC(C)(C)C)c4ccccc4)cc3)nc2)ncc1-c1ccc(-c2ccc(N(C(=O)OC(C)(C)C)c3ccccc3)cc2)nc1,-2.111838178
1699,CCOC(=O)c1nc(-c2cc(-c3ccc4c(c3)c3ccccc3n4CC)cc(C)c2F)oc1-c1cc(-c2ccc3c(c2)c2ccccc2n3CC)cc(C)c1F,-0.013889995
1700,CCn1c2ccccc2c2cc(-c3ccc(C#N)c(-c4cc(C)c(O)c(-c5cc(-c6ccc7c(c6)c6ccccc6n7CC)ccc5C#N)c4)c3)ccc21,-0.004243079
1701,Fc1cc(-c2ccc(N3c4ccccc4CCc4ccccc43)cc2)cc(-c2ccccc2-c2ccccc2-c2cc(F)cc(-c3ccc(N4c5ccccc5CCc5ccccc54)cc3)c2)c1,-0.22408267
1702,NS(=O)(=O)c1cc(-c2cncc(-c3ccc(N4c5ccccc5Sc5ccc(C(F)(F)F)cc54)cc3)c2)ccc1-c1cncc(-c2ccc(N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)c1,-0.010472295
1703,Nc1c(-c2cccc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)c2F)cc(OC(F)(F)F)cc1-c1cccc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)c1F,-0.045804829
1704,N#Cc1c(-c2cscc2-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)cccc1-c1cscc1-c1ccc2c3ccccc3n(-c3ccc(-c4ccccc4)cc3)c2c1,-0.006708083
1705,CCOC(=O)c1cc(-c2c(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)ccc(C)c2F)oc1-c1c(-c2ccc(N3c4ccccc4Sc4ccccc43)cc2)ccc(C)c1F,-0.042669581
1706,c1ccc(-c2ccc(-n3c4ccccc4c4ccc(-c5cc(-c6ccsc6-c6cc(-c7ccc8c9ccccc9n(-c9ccc(-c%10ccccc%10)cc9)c8c7)no6)on5)cc43)cc2)cc1,-0.001668745
1707,CCOc1c(-c2ccc(N(c3ccc(C)cc3)c3ccc(C)cc3)cc2)cc(Cl)cc1-c1ccc(-c2cc(Cl)cc(-c3ccc(N(c4ccc(C)cc4)c4ccc(C)cc4)cc3)c2OCC)c(CC)c1,-1.03329886
1708,Cc1cc(-c2sc3ccccc3c2-c2cc(C)c(-c3cccc(-n4c5ccccc5c5ccccc54)c3)cc2C)c(C)cc1-c1cccc(-n2c3ccccc3c3ccccc32)c1,-0.015658628
1709,Oc1cc(-c2ccnc(-c3cccc(-n4c5ccccc5c5ccccc54)c3)c2)c(O)cc1-c1ccnc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)c1,-0.011285198
1710,COc1ccc(-c2ccc(-n3c4ccccc4c(=O)c4ccccc43)cc2)cc1-c1cc(C2CCCCC2)c(-c2cc(-c3ccc(-n4c5ccccc5c(=O)c5ccccc54)cc3)ccc2OC)s1,-0.0013509
1711,CCOC(=O)c1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2cc(C(=O)OC)c(-c3cc(C(=O)OCC)cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c3)o2)c1,-0.010587583
1712,Cc1cc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)cc(-c2ccc(-c3ccc(-c4ccc(-c5cc(C)cc(-c6ccc(N7c8ccccc8Oc8ccccc87)cc6)c5)s4)s3)s2)c1,-0.00040101
1713,Cc1cc(-c2ccc(-c3cc(C)c(-c4ccc(-c5cc(C)cc(-c6cccc(-n7c8ccccc8c8ccccc87)c6)c5)cc4)cc3C)cc2)cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)c1,-0.013741165
1714,Cc1cc(-c2ccc(N(C(=O)OC(C)(C)C)c3ccccc3)cc2)cc(-c2ccc3ccc(-c4cc(C)cc(-c5ccc(N(C(=O)OC(C)(C)C)c6ccccc6)cc5)c4)cc3c2)c1,-0.009997547
1715,c1ccc(-c2ccc(-n3c4ccccc4c4ccc(-c5ccc(-c6ccc(-c7ccsc7-c7sccc7-c7ccc(-c8ccc(-c9ccc%10c%11ccccc%11n(-c%11ccc(-c%12ccccc%12)cc%11)c%10c9)s8)s7)s6)s5)cc43)cc2)cc1,-0.344387385
1716,CCOC(=O)c1cc(-c2ccc(-n3c4ccc(OC)cc4c4cc(OC)ccc43)cc2)cc(-c2ccc(C(N)=O)c(-c3cc(C(=O)OCC)cc(-c4ccc(-n5c6ccc(OC)cc6c6cc(OC)ccc65)cc4)c3)n2)c1,-0.003745295
1717,FC(F)(F)c1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(-c2c3ccccc3c(-c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc(C(F)(F)F)c3)c3ccccc23)c1,-0.007649829
1718,COc1ccc(-c2ccc(-n3c(-c4ccccc4)nc4ccccc43)cc2)c(-c2n[nH]c(N)c2-c2cc(OC)ccc2-c2ccc(-n3c(-c4ccccc4)nc4ccccc43)cc2)c1,-0.0071672
1719,O=C(O)c1c(-c2cc(-c3ccc(N(c4ccccc4)c4ccc(-c5ccccc5)cc4)cc3)ccc2F)cncc1-c1cc(-c2ccc(N(c3ccccc3)c3ccc(-c4ccccc4)cc3)cc2)ccc1F,-0.00572774
1720,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(-c4cc(N)cc(-c5ccc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)nc5)c4OC)cn3)cc2)cc1,-1.273574339
1721,Cc1cc(-c2ccc(-n3c4ccccc4c(=O)c4ccccc43)cc2)ccc1-c1sc(-c2ccc(-c3ccc(-n4c5ccccc5c(=O)c5ccccc54)cc3)cc2C)c2c1OCCO2,-1.998891078
1722,O=C1Nc2c(cc(-c3c(F)cccc3-c3ccc(N4c5ccccc5CCc5ccccc54)cc3)cc2-c2c(F)cccc2-c2ccc(N3c4ccccc4CCc4ccccc43)cc2)C1=O,-0.002993782
1723,COc1cc(-c2cc(Oc3ccccc3)cc(-c3cc(OC)cc(-c4cccc(-n5c6ccccc6c6ccccc65)c4)c3)c2)cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)c1,-0.010348986
1724,Fc1ncc(-c2ccc(-c3ccc(-c4ccc(-n5c(-c6ccccc6)nc6ccccc65)cc4)s3)s2)cc1-c1ccc(-c2ccc(-c3ccc(-n4c(-c5ccccc5)nc5ccccc54)cc3)s2)s1,-0.321935231
1725,Fc1c(-c2ccc(-c3cc(-c4ccc(N(c5ccccc5)c5ccc(-c6ccccc6)cc5)cc4)c4ccccc4c3F)nc2)cc(-c2ccc(N(c3ccccc3)c3ccc(-c4ccccc4)cc3)cc2)c2ccccc12,-0.047606859
1726,COC(=O)c1cc(-c2ccccc2-c2ccccc2-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)c(F)c(-c2ccccc2-c2ccccc2-c2ccc3c4ccccc4n(-c4ccc(-c5ccccc5)cc4)c3c2)c1N,-0.029048796
1727,CN(C)c1ccc(-c2ccc(-c3ccccc3-c3ccccc3-c3ccc(-c4ccc(N(C)C)c5ccccc45)nc3)cn2)c2ccccc12,-0.194858121
1728,COC(=O)c1cc(-c2ccccc2-c2ccc(N(C(=O)OC(C)(C)C)c3ccccc3)cc2)cnc1-c1ccccc1-c1ccc(N(C(=O)OC(C)(C)C)c2ccccc2)cc1,-0.021891816
1729,Cc1cc(-c2ccc(N3c4ccccc4Sc4ccccc43)cc2)ccc1-c1cc2nc[nH]c2c(-c2ccc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)cc2C)c1N,-0.514412327
1730,N#Cc1ccc(-c2cc(-c3ccc(N4c5ccccc5Sc5ccc(C(F)(F)F)cc54)cc3)c3ccccc3c2F)cc1-c1cc(-c2ccc(N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)cc2)c2ccccc2c1F,-0.001385222
1731,C(=C/c1cnc(/C=C/c2ccc(-n3c(-c4ccccc4)nc4ccccc43)cc2)nc1)\c1ccc(-n2c(-c3ccccc3)nc3ccccc32)cc1,-2.307945239
1732,Cc1cc(-c2cccnc2-c2cccc(N(c3ccccc3)c3ccccc3)c2)ccc1-c1cccnc1-c1cccc(N(c2ccccc2)c2ccccc2)c1,-0.016070758
1733,Cc1c(-c2ccc3c(ccn3C)c2)cccc1-c1cc(-c2cccc(-c3ccc4c(ccn4C)c3)c2C)c(F)c(F)c1F,-0.009153434
1734,CCOC(=O)c1nc(-c2cccc(-c3ccc(N4c5ccccc5C(C)(C)c5ccccc54)cc3)c2)oc1-c1cccc(-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc2)c1,-0.000683278
1735,COc1ccc2c3ccccc3n(-c3ccc(-c4cc(-c5[nH]c6nc[nH]c(=O)c6c5-c5cc(-c6ccc(-n7c8ccccc8c8ccc(OC)cc87)cc6)cc(C(F)(F)F)c5)cc(C(F)(F)F)c4)cc3)c2c1,-0.009669777
1736,CCCCc1cc(-c2ccc(-c3ccc(N(c4ccc(C)cc4)c4ccc(C)cc4)cc3)nc2)sc1-c1ccc(-c2ccc(N(c3ccc(C)cc3)c3ccc(C)cc3)cc2)nc1,-1.869912789
1737,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3cscc3-c3ccc(/C=C/c4ccc(-c5cscc5-c5ccc(N(c6ccc(C)cc6)c6ccc(C)cc6)cc5)cc4)cc3)cc2)cc1,-0.007211504
1738,c1cc(-c2cnccc2-c2ccc3cc(-c4ccncc4-c4cccc(-n5c6ccccc6c6ccccc65)c4)ccc3c2)cc(-n2c3ccccc3c3ccccc32)c1,-0.000241496
1739,Cc1ccc2c(c1)c1cc(C)ccc1n2-c1ccc(-c2cccc(-c3cc(O)cc(-c4cccc(-c5ccc(-n6c7ccc(C)cc7c7cc(C)ccc76)cc5)c4C)c3)c2C)cc1,-0.004069274
1740,COc1ccc2c(c1)N(c1ccc(/C=C/c3ccc4ccc(/C=C/c5ccc(N6c7ccccc7Sc7ccc(OC)cc76)cc5)cc4c3)cc1)c1ccccc1S2,-1.084828754
1741,Cc1cc(-c2nc(-c3cc(C)c(-c4ccc(N(C(=O)OC(C)(C)C)c5ccccc5)cc4)cc3C)n(C(=O)OC(C)(C)C)n2)c(C)cc1-c1ccc(N(C(=O)OC(C)(C)C)c2ccccc2)cc1,-0.881492279
1742,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2cncc(-c3nnc(-c4cncc(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)c4)s3)c2)cc1,-0.014942678
1743,Cc1cc(-c2ccc(N(c3ccccc3)c3ccc(-c4ccccc4)cc3)cc2)ccc1-c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccc(-c7ccccc7)cc6)cc5)cc4C)s3)s2)s1,-2.804166857
1744,CC(C)(C)OC(=O)n1ccc2cc(-c3ccccc3-c3ccccc3-c3cc(-c4ccccc4-c4ccccc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)c4[nH]c(=S)oc4c3)ccc21,-0.001986826
1745,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3cscc3-c3cc(-c4cscc4-c4ccc(N(c5ccc(C)cc5)c5ccc(C)cc5)cc4)cc(S(C)(=O)=O)c3)cc2)cc1,-0.023722116
1746,CCOc1c(-c2ccc3c(ccn3C)c2)cc(Cl)cc1-c1ccc(-c2cc(Cl)cc(-c3ccc4c(ccn4C)c3)c2OCC)c(C)n1,-0.048575071
1747,O=C(O)c1c(-c2cccc(-c3ccc(N4c5ccccc5CCc5ccccc54)cc3)c2F)sc(-c2cccc(-c3ccc(N4c5ccccc5CCc5ccccc54)cc3)c2F)c1C(=O)O,-0.006794576
1748,COc1ccc(-c2ccc(-n3ccnc3)cc2)c(-c2cc(-c3cc(OC)ccc3-c3ccc(-n4ccnc4)cc3)c(NN)nc2C)c1,-0.034631791
1749,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3cc(-c4ccc(-c5cc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)cc(C(F)(F)F)c5)c(C)n4)cc(C(F)(F)F)c3)cc2)cc1,-0.035793646
1750,COC(=O)c1cc(-c2cc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)c3ccccc3c2F)c(F)c(-c2cc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)c3ccccc3c2F)c1N,-0.08384181
1751,COc1ccc(-c2ccc(N(c3ccc(C)cc3)c3ccc(C)cc3)cc2)cc1-c1ccc(S(C)(=O)=O)cc1-c1cc(-c2ccc(N(c3ccc(C)cc3)c3ccc(C)cc3)cc2)ccc1OC,-0.042525909
1752,CCn1c2ccccc2c2cc(-c3cncc(-c4cc(C)c(O)c(-c5cncc(-c6ccc7c(c6)c6ccccc6n7CC)c5)c4)c3)ccc21,-0.021418734
1753,CCn1c2ccccc2c2cc(-c3ccc(OC)cc3-c3cncc(-c4cc(OC)ccc4-c4ccc5c(c4)c4ccccc4n5CC)c3C(=O)O)ccc21,-0.021861603
1754,Fc1ccc(-c2ccc3c4ccccc4n(-c4ccccc4)c3c2)cc1-c1ccc2cc(-c3cc(-c4ccc5c6ccccc6n(-c6ccccc6)c5c4)ccc3F)ccc2c1,-0.038194616
1755,c1ccc(-n2c3ccccc3c3cc(-c4ccc5oc(-c6cccc(-c7cccc(-c8cccc(-c9cc%10cc(-c%11ccc%12c(c%11)c%11ccccc%11n%12-c%11ccccc%11)ccc%10o9)n8)n7)n6)cc5c4)ccc32)cc1,-0.002544219
1756,Cn1nnc(-c2cscc2-c2cccc(N(c3ccccc3)c3ccccc3)c2)c1-c1cscc1-c1cccc(N(c2ccccc2)c2ccccc2)c1,-0.017360296
1757,COc1cc(-c2ccncc2-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)c(F)cc1-c1ccncc1-c1ccc2c(ccn2C(=O)OC(C)(C)C)c1,-0.064578112
1758,FC(F)(F)c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(-c2ccc(OCC3CCCCO3)c(-c3cc(C(F)(F)F)ccc3-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c2)c1,-0.122048144
1759,Nc1c(/C=C/c2ccc(-c3cccc(N(c4ccccc4)c4ccccc4)c3)cc2)cc(OC(F)(F)F)cc1/C=C/c1ccc(-c2cccc(N(c3ccccc3)c3ccccc3)c2)cc1,-0.768832308
1760,Cc1cc(-c2cncc(-c3ccc(N(c4ccccc4)c4ccc(-c5ccccc5)cc4)cc3)c2)cnc1-c1cncc(-c2ccc(N(c3ccccc3)c3ccc(-c4ccccc4)cc3)cc2)c1,-0.032162941
1761,CC(C)(C)OC(=O)n1nc(-c2ccnc(-c3ccc(-n4ccnc4)cc3)c2)nc1-c1ccnc(-c2ccc(-n3ccnc3)cc2)c1,-0.042983722
1762,Cc1cc(-c2ccc(N(C)C)cc2)ccc1-c1scc(C)c1-c1ccc(-c2ccc(N(C)C)cc2)cc1C,-0.487908558
1763,CCCCCCc1cc(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)nc2)c(CCCCCC)cc1-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc1,-1.004389055
1764,Cc1cc(-c2ccc(N(C)C)cc2)ccc1-c1cc(OCCCCCCC(=O)O)cc(-c2ccc(-c3ccc(N(C)C)cc3)cc2C)c1,-0.870739731
1765,COc1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccccc2)c(-c2ccc(-c3cc(OC)ccc3-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)c(C(=O)O)c2)c1,-0.106060913
1766,COc1ccc(-c2ccc3ncn(C)c3c2)cc1-c1cncc(-c2cc(-c3ccc4ncn(C)c4c3)ccc2OC)c1C(=O)O,-0.028859339
1767,Cc1cnc(-c2cccnc2-c2ccc(N(C)C)cc2)c(-c2cccnc2-c2ccc(N(C)C)cc2)c1,-0.004179224
1768,Fc1cc(-c2ccc(N3c4ccccc4CCc4ccccc43)cc2)cc(-c2ccc(-c3cc(F)cc(-c4ccc(N5c6ccccc6CCc6ccccc65)cc4)c3)c3nsnc23)c1,-0.000126284
