branin,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31
502.6903102184019,13.0,4.0,9.0,7.0,15.0,1.0,15.0,11.0,14.0,3.0,8.0,11.0,11.0,11.0,4.0,9.0,15.0,6.0,5.0,3.0,13.0,3.0,9.0,0.0,3.0,4.0,12.0,4.0,6.0,3.0,5.0,2.0
426.2735952243442,8.0,4.0,9.0,2.0,15.0,1.0,15.0,13.0,4.0,3.0,8.0,2.0,3.0,11.0,4.0,9.0,15.0,6.0,5.0,3.0,6.0,6.0,9.0,0.0,3.0,6.0,1.0,4.0,6.0,3.0,5.0,2.0
736.3571872448099,13.0,4.0,9.0,2.0,4.0,1.0,1.0,11.0,4.0,3.0,3.0,3.0,3.0,11.0,4.0,14.0,15.0,6.0,5.0,2.0,13.0,6.0,1.0,0.0,3.0,4.0,1.0,4.0,6.0,3.0,5.0,2.0
487.356193418,13.0,4.0,9.0,2.0,15.0,7.0,15.0,7.0,14.0,3.0,8.0,7.0,3.0,11.0,4.0,9.0,15.0,6.0,5.0,3.0,13.0,14.0,5.0,0.0,3.0,1.0,12.0,4.0,6.0,3.0,14.0,2.0
521.2068008497331,13.0,6.0,9.0,7.0,15.0,1.0,15.0,13.0,4.0,3.0,8.0,2.0,5.0,11.0,4.0,9.0,15.0,6.0,5.0,2.0,13.0,6.0,8.0,0.0,3.0,9.0,1.0,4.0,6.0,3.0,5.0,2.0
539.5675319567501,13.0,4.0,9.0,2.0,15.0,1.0,15.0,11.0,4.0,3.0,3.0,11.0,3.0,11.0,4.0,9.0,15.0,8.0,5.0,3.0,10.0,6.0,12.0,10.0,3.0,4.0,14.0,10.0,6.0,11.0,5.0,2.0
461.9652053917986,8.0,4.0,9.0,2.0,15.0,1.0,15.0,8.0,4.0,3.0,8.0,11.0,3.0,11.0,4.0,9.0,15.0,6.0,5.0,7.0,7.0,6.0,12.0,0.0,7.0,0.0,1.0,4.0,6.0,11.0,5.0,2.0
379.4766958871162,9.0,4.0,9.0,7.0,4.0,1.0,15.0,5.0,4.0,3.0,8.0,2.0,3.0,11.0,4.0,9.0,15.0,6.0,5.0,7.0,13.0,6.0,8.0,10.0,3.0,15.0,10.0,4.0,2.0,11.0,5.0,2.0
679.236678126775,11.0,6.0,9.0,2.0,15.0,1.0,15.0,13.0,4.0,3.0,8.0,11.0,3.0,11.0,4.0,9.0,15.0,6.0,5.0,2.0,13.0,6.0,12.0,10.0,3.0,0.0,12.0,4.0,6.0,11.0,5.0,2.0
512.9775554831986,11.0,4.0,9.0,2.0,15.0,1.0,15.0,3.0,4.0,3.0,8.0,13.0,3.0,11.0,4.0,14.0,15.0,6.0,6.0,7.0,13.0,6.0,13.0,10.0,3.0,10.0,12.0,10.0,6.0,3.0,14.0,2.0
358.9517687391467,13.0,4.0,9.0,2.0,4.0,1.0,15.0,9.0,4.0,3.0,8.0,2.0,3.0,11.0,4.0,9.0,15.0,3.0,6.0,4.0,10.0,6.0,12.0,1.0,3.0,4.0,12.0,4.0,6.0,3.0,5.0,3.0
388.36783623208436,11.0,4.0,9.0,2.0,4.0,6.0,15.0,0.0,4.0,3.0,15.0,2.0,3.0,11.0,4.0,9.0,2.0,8.0,5.0,3.0,7.0,6.0,12.0,0.0,3.0,4.0,12.0,10.0,6.0,3.0,5.0,2.0
389.06524487047204,13.0,4.0,9.0,2.0,15.0,1.0,3.0,1.0,4.0,3.0,8.0,3.0,3.0,11.0,4.0,9.0,2.0,8.0,5.0,7.0,7.0,6.0,12.0,0.0,3.0,4.0,12.0,4.0,6.0,13.0,14.0,2.0
459.56053541624726,8.0,4.0,9.0,2.0,15.0,1.0,15.0,7.0,4.0,3.0,13.0,11.0,3.0,11.0,4.0,9.0,15.0,3.0,5.0,7.0,13.0,6.0,12.0,0.0,3.0,10.0,1.0,4.0,5.0,11.0,5.0,2.0
490.5868874567599,13.0,4.0,14.0,2.0,4.0,1.0,15.0,3.0,4.0,3.0,8.0,2.0,3.0,11.0,4.0,9.0,15.0,13.0,6.0,3.0,5.0,6.0,12.0,10.0,3.0,4.0,12.0,4.0,3.0,3.0,14.0,2.0
437.1347840531394,13.0,4.0,9.0,2.0,15.0,1.0,3.0,3.0,4.0,3.0,14.0,11.0,3.0,11.0,4.0,9.0,15.0,8.0,10.0,7.0,13.0,6.0,12.0,0.0,3.0,15.0,10.0,4.0,6.0,3.0,5.0,3.0
423.29476776987104,13.0,4.0,9.0,2.0,15.0,1.0,15.0,11.0,4.0,3.0,8.0,3.0,3.0,11.0,4.0,9.0,11.0,4.0,5.0,7.0,10.0,6.0,12.0,0.0,7.0,10.0,12.0,4.0,6.0,11.0,5.0,2.0
722.8569498932955,0.0,4.0,9.0,7.0,5.0,1.0,15.0,3.0,4.0,3.0,8.0,2.0,3.0,11.0,4.0,9.0,15.0,6.0,6.0,14.0,13.0,6.0,12.0,10.0,3.0,4.0,12.0,4.0,6.0,11.0,5.0,2.0
388.63972231702786,9.0,4.0,9.0,2.0,15.0,1.0,15.0,7.0,4.0,3.0,14.0,6.0,3.0,11.0,4.0,9.0,15.0,8.0,5.0,3.0,7.0,6.0,12.0,0.0,3.0,4.0,12.0,10.0,6.0,3.0,5.0,2.0
367.07395805217664,11.0,4.0,9.0,2.0,15.0,1.0,15.0,7.0,14.0,3.0,4.0,2.0,3.0,11.0,4.0,9.0,15.0,3.0,6.0,7.0,13.0,6.0,12.0,10.0,7.0,7.0,12.0,4.0,6.0,3.0,5.0,3.0
344.0416838162963,11.0,4.0,9.0,2.0,15.0,1.0,15.0,9.0,14.0,3.0,8.0,3.0,3.0,11.0,4.0,9.0,15.0,8.0,6.0,7.0,13.0,6.0,12.0,0.0,3.0,7.0,10.0,4.0,6.0,11.0,5.0,12.0
546.5014827775801,13.0,4.0,9.0,2.0,15.0,1.0,4.0,9.0,4.0,3.0,14.0,11.0,3.0,11.0,4.0,9.0,15.0,8.0,5.0,7.0,10.0,6.0,12.0,1.0,3.0,4.0,1.0,4.0,6.0,11.0,5.0,12.0
501.4552879061007,13.0,4.0,9.0,2.0,4.0,1.0,15.0,11.0,4.0,3.0,8.0,11.0,3.0,11.0,4.0,9.0,15.0,3.0,5.0,7.0,13.0,6.0,12.0,10.0,3.0,10.0,14.0,4.0,6.0,1.0,5.0,2.0
356.85104349513824,8.0,4.0,9.0,2.0,15.0,1.0,15.0,9.0,4.0,3.0,8.0,3.0,3.0,11.0,4.0,9.0,15.0,6.0,5.0,7.0,7.0,6.0,12.0,10.0,7.0,4.0,14.0,4.0,6.0,11.0,5.0,2.0
364.973687134704,9.0,4.0,9.0,2.0,4.0,1.0,3.0,8.0,4.0,3.0,4.0,3.0,3.0,11.0,4.0,14.0,15.0,6.0,5.0,7.0,13.0,6.0,12.0,0.0,3.0,10.0,13.0,4.0,6.0,3.0,5.0,3.0
580.6063455720576,8.0,4.0,9.0,2.0,15.0,1.0,15.0,11.0,4.0,3.0,8.0,11.0,3.0,11.0,4.0,14.0,15.0,6.0,6.0,7.0,13.0,6.0,12.0,10.0,3.0,10.0,1.0,4.0,6.0,3.0,5.0,2.0
511.0434724549149,11.0,4.0,9.0,2.0,15.0,13.0,15.0,11.0,4.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,9.0,3.0,5.0,7.0,13.0,6.0,14.0,10.0,3.0,7.0,12.0,4.0,6.0,11.0,5.0,2.0
350.2468741602684,8.0,4.0,9.0,2.0,15.0,1.0,3.0,11.0,4.0,0.0,3.0,3.0,3.0,11.0,4.0,9.0,15.0,8.0,5.0,5.0,7.0,6.0,12.0,0.0,3.0,7.0,5.0,4.0,6.0,1.0,5.0,2.0
404.09385322668857,9.0,4.0,9.0,2.0,15.0,1.0,15.0,9.0,4.0,3.0,4.0,11.0,3.0,11.0,4.0,14.0,15.0,6.0,5.0,7.0,12.0,6.0,12.0,0.0,13.0,10.0,14.0,4.0,6.0,3.0,5.0,3.0
276.7619745272938,13.0,4.0,9.0,2.0,15.0,1.0,3.0,9.0,4.0,3.0,14.0,7.0,3.0,11.0,4.0,9.0,15.0,6.0,5.0,7.0,7.0,6.0,12.0,0.0,7.0,7.0,12.0,4.0,6.0,4.0,5.0,2.0
405.51401237029495,13.0,4.0,9.0,2.0,6.0,13.0,15.0,8.0,4.0,3.0,14.0,4.0,3.0,11.0,4.0,9.0,15.0,6.0,5.0,7.0,13.0,6.0,12.0,0.0,7.0,7.0,12.0,4.0,6.0,1.0,5.0,12.0
486.20538534562894,13.0,4.0,9.0,2.0,15.0,1.0,15.0,7.0,4.0,3.0,4.0,3.0,3.0,11.0,4.0,9.0,15.0,3.0,5.0,7.0,10.0,6.0,1.0,0.0,7.0,7.0,12.0,4.0,6.0,8.0,15.0,2.0
342.5701080642316,13.0,4.0,9.0,2.0,4.0,1.0,15.0,7.0,4.0,3.0,14.0,8.0,3.0,11.0,4.0,9.0,15.0,6.0,5.0,7.0,7.0,6.0,12.0,0.0,4.0,7.0,12.0,4.0,6.0,4.0,5.0,3.0
495.02363466968814,13.0,4.0,9.0,2.0,15.0,1.0,15.0,3.0,4.0,3.0,8.0,7.0,3.0,11.0,4.0,9.0,15.0,8.0,5.0,7.0,7.0,6.0,1.0,0.0,2.0,4.0,14.0,4.0,6.0,5.0,5.0,3.0
462.12595144184354,13.0,4.0,9.0,2.0,11.0,1.0,3.0,9.0,4.0,3.0,3.0,7.0,3.0,1.0,4.0,9.0,2.0,3.0,5.0,3.0,7.0,6.0,12.0,0.0,7.0,7.0,12.0,4.0,6.0,1.0,5.0,12.0
382.9436157089354,13.0,4.0,9.0,2.0,15.0,1.0,3.0,7.0,4.0,3.0,10.0,7.0,3.0,11.0,4.0,9.0,15.0,8.0,5.0,7.0,7.0,6.0,12.0,0.0,7.0,7.0,12.0,10.0,6.0,4.0,5.0,3.0
272.44585327069495,13.0,4.0,9.0,2.0,15.0,1.0,3.0,7.0,4.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,15.0,8.0,14.0,7.0,7.0,6.0,12.0,0.0,7.0,4.0,12.0,4.0,6.0,1.0,5.0,3.0
489.0170171757787,13.0,4.0,5.0,2.0,15.0,1.0,3.0,7.0,4.0,3.0,14.0,2.0,3.0,1.0,4.0,9.0,2.0,6.0,5.0,3.0,7.0,6.0,12.0,0.0,10.0,4.0,12.0,10.0,6.0,4.0,5.0,0.0
312.52020421499935,13.0,4.0,9.0,2.0,15.0,1.0,3.0,9.0,14.0,3.0,14.0,7.0,3.0,11.0,4.0,9.0,15.0,8.0,5.0,14.0,7.0,6.0,12.0,0.0,7.0,7.0,10.0,4.0,6.0,1.0,5.0,5.0
379.3483097219886,13.0,4.0,9.0,2.0,15.0,1.0,3.0,7.0,4.0,3.0,4.0,2.0,3.0,11.0,4.0,9.0,15.0,8.0,14.0,3.0,7.0,6.0,12.0,0.0,7.0,4.0,14.0,10.0,6.0,11.0,5.0,11.0
335.6297401929304,13.0,4.0,9.0,2.0,15.0,1.0,3.0,7.0,4.0,3.0,14.0,2.0,3.0,1.0,4.0,9.0,2.0,8.0,4.0,14.0,7.0,6.0,12.0,0.0,7.0,4.0,12.0,4.0,6.0,7.0,9.0,3.0
364.9605819259501,13.0,12.0,9.0,2.0,15.0,1.0,3.0,9.0,4.0,3.0,14.0,2.0,3.0,4.0,4.0,9.0,15.0,8.0,14.0,3.0,7.0,6.0,9.0,0.0,7.0,4.0,12.0,4.0,6.0,1.0,5.0,3.0
312.9559843122023,13.0,4.0,9.0,2.0,15.0,1.0,4.0,7.0,4.0,3.0,14.0,2.0,3.0,1.0,4.0,9.0,15.0,8.0,5.0,7.0,7.0,6.0,12.0,0.0,7.0,4.0,10.0,4.0,6.0,1.0,15.0,3.0
431.57082217982565,13.0,4.0,3.0,2.0,15.0,1.0,3.0,7.0,9.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,15.0,8.0,5.0,0.0,7.0,6.0,12.0,0.0,7.0,4.0,12.0,10.0,6.0,11.0,5.0,3.0
328.59228729197685,13.0,12.0,9.0,2.0,7.0,1.0,3.0,9.0,4.0,3.0,3.0,7.0,3.0,11.0,4.0,9.0,2.0,8.0,14.0,7.0,7.0,6.0,12.0,0.0,7.0,4.0,14.0,4.0,6.0,1.0,15.0,3.0
334.5630450978348,13.0,12.0,9.0,2.0,15.0,1.0,6.0,7.0,4.0,3.0,14.0,2.0,3.0,7.0,4.0,9.0,15.0,6.0,14.0,7.0,7.0,6.0,12.0,0.0,7.0,4.0,12.0,4.0,6.0,4.0,15.0,3.0
378.879847280195,13.0,4.0,9.0,2.0,15.0,1.0,1.0,7.0,4.0,3.0,14.0,2.0,3.0,14.0,4.0,9.0,2.0,3.0,14.0,7.0,7.0,6.0,12.0,0.0,5.0,4.0,12.0,4.0,6.0,1.0,15.0,3.0
343.8493849723804,13.0,4.0,9.0,2.0,15.0,1.0,4.0,7.0,4.0,3.0,14.0,2.0,3.0,13.0,4.0,9.0,2.0,3.0,14.0,7.0,7.0,7.0,12.0,0.0,7.0,4.0,12.0,4.0,6.0,1.0,5.0,3.0
479.80555389986887,13.0,4.0,9.0,2.0,15.0,1.0,6.0,7.0,4.0,3.0,14.0,7.0,11.0,14.0,4.0,9.0,2.0,8.0,14.0,7.0,7.0,6.0,12.0,0.0,7.0,4.0,14.0,4.0,6.0,11.0,5.0,3.0
364.85815876240446,13.0,4.0,9.0,2.0,15.0,1.0,1.0,7.0,4.0,9.0,14.0,2.0,3.0,4.0,4.0,9.0,2.0,4.0,14.0,7.0,7.0,6.0,12.0,0.0,7.0,4.0,12.0,4.0,6.0,1.0,5.0,3.0
334.51525420222026,13.0,4.0,9.0,2.0,15.0,1.0,3.0,7.0,4.0,4.0,14.0,2.0,3.0,12.0,4.0,9.0,11.0,8.0,14.0,7.0,7.0,6.0,1.0,10.0,7.0,4.0,12.0,4.0,6.0,1.0,3.0,3.0
390.96089240962147,13.0,4.0,9.0,2.0,4.0,1.0,3.0,7.0,4.0,3.0,14.0,3.0,3.0,14.0,4.0,9.0,1.0,4.0,14.0,7.0,7.0,6.0,8.0,0.0,7.0,4.0,12.0,4.0,6.0,1.0,14.0,3.0
412.1638661573572,13.0,4.0,9.0,2.0,4.0,1.0,3.0,8.0,4.0,3.0,14.0,7.0,1.0,11.0,4.0,9.0,2.0,8.0,14.0,7.0,7.0,3.0,12.0,10.0,7.0,4.0,12.0,4.0,6.0,1.0,5.0,3.0
399.5026838486043,13.0,4.0,9.0,7.0,15.0,1.0,1.0,7.0,4.0,3.0,14.0,2.0,3.0,14.0,4.0,9.0,2.0,4.0,14.0,7.0,7.0,6.0,12.0,0.0,7.0,4.0,12.0,4.0,6.0,1.0,5.0,3.0
473.9414428259112,13.0,4.0,9.0,2.0,15.0,12.0,6.0,7.0,4.0,15.0,14.0,2.0,3.0,11.0,4.0,9.0,15.0,8.0,14.0,7.0,7.0,3.0,12.0,0.0,7.0,14.0,14.0,4.0,6.0,1.0,5.0,3.0
282.5068517111481,13.0,4.0,9.0,2.0,15.0,1.0,3.0,7.0,4.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,2.0,8.0,14.0,3.0,7.0,10.0,12.0,1.0,7.0,2.0,14.0,4.0,6.0,1.0,5.0,12.0
407.6938646073729,13.0,4.0,9.0,2.0,15.0,1.0,3.0,9.0,4.0,3.0,14.0,2.0,9.0,11.0,4.0,9.0,15.0,8.0,14.0,7.0,7.0,10.0,14.0,10.0,14.0,4.0,14.0,4.0,6.0,1.0,5.0,3.0
533.3080569157704,13.0,12.0,9.0,2.0,15.0,1.0,1.0,7.0,4.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,15.0,8.0,14.0,7.0,7.0,7.0,12.0,0.0,7.0,7.0,12.0,4.0,2.0,1.0,5.0,3.0
462.6676149623909,13.0,12.0,9.0,2.0,15.0,1.0,6.0,7.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,9.0,15.0,6.0,14.0,7.0,7.0,6.0,12.0,0.0,7.0,4.0,12.0,4.0,6.0,1.0,5.0,3.0
414.7284541845172,13.0,4.0,9.0,2.0,15.0,10.0,3.0,9.0,4.0,3.0,14.0,7.0,3.0,11.0,4.0,9.0,15.0,8.0,14.0,7.0,8.0,6.0,12.0,10.0,7.0,4.0,4.0,4.0,6.0,1.0,5.0,3.0
267.9980831393132,13.0,4.0,9.0,2.0,15.0,3.0,3.0,9.0,4.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,15.0,8.0,14.0,7.0,7.0,6.0,12.0,0.0,13.0,7.0,12.0,4.0,6.0,1.0,15.0,2.0
341.7334288752615,13.0,4.0,9.0,2.0,15.0,1.0,3.0,9.0,4.0,0.0,14.0,7.0,3.0,11.0,4.0,9.0,9.0,8.0,5.0,7.0,8.0,6.0,12.0,1.0,7.0,4.0,4.0,4.0,6.0,1.0,5.0,3.0
460.14201587537576,13.0,4.0,9.0,2.0,6.0,1.0,3.0,7.0,4.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,11.0,8.0,5.0,7.0,10.0,6.0,12.0,0.0,7.0,14.0,10.0,4.0,6.0,1.0,5.0,3.0
362.7398821298346,13.0,4.0,9.0,2.0,15.0,1.0,3.0,1.0,4.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,2.0,8.0,4.0,7.0,7.0,3.0,9.0,10.0,7.0,4.0,10.0,4.0,6.0,1.0,5.0,3.0
426.9151921451307,13.0,4.0,9.0,2.0,15.0,1.0,3.0,7.0,4.0,3.0,14.0,2.0,3.0,11.0,7.0,9.0,11.0,8.0,14.0,7.0,7.0,6.0,12.0,0.0,7.0,4.0,12.0,4.0,6.0,4.0,12.0,12.0
387.79822938949,13.0,1.0,9.0,2.0,15.0,1.0,3.0,9.0,4.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,12.0,8.0,4.0,7.0,7.0,6.0,14.0,0.0,13.0,7.0,12.0,4.0,6.0,1.0,9.0,12.0
295.38685439746325,13.0,4.0,9.0,2.0,6.0,12.0,3.0,7.0,4.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,2.0,8.0,4.0,7.0,7.0,6.0,12.0,0.0,7.0,7.0,12.0,4.0,6.0,4.0,15.0,5.0
294.8743272832586,3.0,4.0,9.0,2.0,7.0,1.0,3.0,9.0,4.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,2.0,8.0,4.0,7.0,7.0,6.0,12.0,0.0,7.0,7.0,12.0,4.0,6.0,1.0,5.0,2.0
358.0194408756531,13.0,4.0,9.0,2.0,7.0,13.0,3.0,7.0,4.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,2.0,8.0,14.0,7.0,7.0,6.0,12.0,0.0,13.0,4.0,12.0,4.0,6.0,4.0,5.0,2.0
365.30902215965756,13.0,4.0,9.0,2.0,14.0,1.0,3.0,7.0,4.0,3.0,14.0,2.0,9.0,11.0,4.0,9.0,9.0,8.0,14.0,7.0,7.0,0.0,12.0,1.0,7.0,4.0,14.0,4.0,6.0,0.0,5.0,2.0
324.2076796449122,13.0,4.0,9.0,2.0,15.0,1.0,3.0,7.0,4.0,9.0,14.0,2.0,3.0,11.0,4.0,9.0,15.0,8.0,4.0,7.0,7.0,3.0,12.0,0.0,7.0,15.0,14.0,4.0,6.0,1.0,15.0,3.0
279.45633022966643,13.0,4.0,9.0,2.0,15.0,1.0,3.0,7.0,4.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,9.0,8.0,14.0,7.0,7.0,3.0,12.0,0.0,7.0,4.0,14.0,9.0,6.0,1.0,15.0,2.0
313.1333881307354,13.0,4.0,9.0,2.0,15.0,1.0,3.0,7.0,14.0,3.0,14.0,2.0,11.0,11.0,4.0,9.0,9.0,8.0,14.0,4.0,7.0,3.0,12.0,0.0,7.0,4.0,12.0,4.0,6.0,1.0,15.0,5.0
309.578040373683,13.0,4.0,9.0,2.0,14.0,1.0,3.0,7.0,4.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,11.0,8.0,5.0,7.0,7.0,1.0,12.0,0.0,7.0,4.0,14.0,4.0,6.0,1.0,5.0,12.0
386.5536803602748,13.0,4.0,9.0,2.0,6.0,1.0,3.0,7.0,4.0,3.0,14.0,2.0,11.0,11.0,7.0,9.0,2.0,8.0,14.0,7.0,7.0,6.0,12.0,0.0,7.0,3.0,12.0,4.0,6.0,8.0,15.0,3.0
407.9265126027854,13.0,4.0,9.0,2.0,15.0,1.0,3.0,7.0,4.0,3.0,14.0,2.0,11.0,11.0,4.0,9.0,8.0,8.0,14.0,7.0,7.0,6.0,12.0,0.0,7.0,7.0,12.0,4.0,5.0,2.0,5.0,3.0
392.3494182284201,13.0,4.0,9.0,2.0,15.0,1.0,3.0,9.0,4.0,3.0,14.0,2.0,11.0,11.0,4.0,9.0,9.0,8.0,14.0,7.0,7.0,3.0,12.0,0.0,13.0,4.0,12.0,4.0,6.0,8.0,5.0,3.0
278.0534932536474,13.0,4.0,9.0,2.0,15.0,1.0,3.0,7.0,4.0,3.0,12.0,2.0,3.0,11.0,4.0,9.0,2.0,8.0,14.0,7.0,7.0,6.0,12.0,0.0,7.0,4.0,12.0,4.0,5.0,7.0,5.0,2.0
316.75137321388434,13.0,4.0,9.0,2.0,15.0,1.0,3.0,7.0,4.0,3.0,14.0,2.0,9.0,11.0,4.0,5.0,2.0,8.0,14.0,7.0,7.0,6.0,14.0,0.0,7.0,4.0,12.0,4.0,6.0,4.0,5.0,5.0
605.4604024692533,13.0,4.0,9.0,2.0,15.0,1.0,3.0,7.0,4.0,3.0,14.0,2.0,11.0,11.0,4.0,9.0,15.0,8.0,14.0,7.0,7.0,10.0,12.0,0.0,7.0,7.0,12.0,4.0,6.0,4.0,0.0,3.0
516.0321996164155,9.0,4.0,9.0,2.0,15.0,1.0,3.0,7.0,13.0,15.0,14.0,2.0,14.0,11.0,4.0,9.0,15.0,8.0,14.0,7.0,7.0,3.0,12.0,0.0,7.0,10.0,12.0,4.0,6.0,4.0,5.0,3.0
278.1725395401959,13.0,4.0,9.0,2.0,15.0,1.0,3.0,7.0,4.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,15.0,8.0,14.0,7.0,7.0,7.0,12.0,1.0,7.0,7.0,12.0,4.0,6.0,4.0,5.0,3.0
446.99496053035904,13.0,4.0,9.0,2.0,7.0,1.0,3.0,7.0,4.0,15.0,14.0,2.0,3.0,11.0,4.0,9.0,15.0,8.0,5.0,7.0,7.0,6.0,12.0,10.0,7.0,11.0,12.0,4.0,6.0,0.0,5.0,3.0
397.1172276619241,13.0,4.0,9.0,2.0,15.0,1.0,3.0,9.0,4.0,9.0,14.0,2.0,3.0,11.0,4.0,9.0,15.0,8.0,4.0,7.0,7.0,3.0,12.0,0.0,10.0,14.0,12.0,4.0,6.0,1.0,5.0,3.0
603.1734997077905,13.0,4.0,9.0,12.0,4.0,1.0,3.0,9.0,4.0,3.0,14.0,2.0,3.0,11.0,9.0,9.0,2.0,8.0,10.0,7.0,7.0,6.0,6.0,0.0,13.0,4.0,14.0,4.0,2.0,0.0,5.0,2.0
347.3349330450564,13.0,4.0,9.0,2.0,15.0,1.0,3.0,9.0,4.0,3.0,14.0,2.0,3.0,11.0,4.0,6.0,2.0,8.0,14.0,3.0,7.0,6.0,12.0,0.0,5.0,4.0,12.0,9.0,5.0,1.0,5.0,0.0
488.6107482754756,13.0,4.0,5.0,2.0,15.0,1.0,3.0,4.0,4.0,3.0,14.0,7.0,3.0,11.0,4.0,9.0,9.0,3.0,4.0,7.0,7.0,6.0,12.0,0.0,10.0,4.0,12.0,9.0,2.0,1.0,5.0,2.0
459.564520922131,13.0,4.0,9.0,6.0,5.0,1.0,3.0,0.0,4.0,9.0,14.0,7.0,3.0,11.0,4.0,9.0,2.0,8.0,5.0,7.0,7.0,6.0,14.0,0.0,13.0,4.0,12.0,9.0,6.0,1.0,5.0,2.0
257.465389447441,13.0,4.0,9.0,2.0,15.0,1.0,3.0,9.0,4.0,11.0,14.0,2.0,3.0,11.0,4.0,9.0,2.0,8.0,10.0,7.0,7.0,6.0,14.0,0.0,11.0,4.0,12.0,4.0,15.0,1.0,5.0,2.0
233.1328779491612,13.0,4.0,9.0,2.0,7.0,1.0,3.0,9.0,14.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,9.0,8.0,5.0,2.0,7.0,6.0,12.0,0.0,7.0,4.0,12.0,4.0,15.0,1.0,5.0,5.0
386.0487484760661,11.0,4.0,9.0,2.0,15.0,13.0,3.0,4.0,4.0,3.0,14.0,2.0,3.0,11.0,7.0,9.0,5.0,6.0,4.0,7.0,7.0,6.0,12.0,0.0,7.0,4.0,12.0,4.0,8.0,1.0,5.0,9.0
251.3092457549216,13.0,4.0,9.0,1.0,6.0,1.0,3.0,7.0,4.0,3.0,14.0,2.0,3.0,11.0,7.0,9.0,15.0,3.0,5.0,7.0,7.0,6.0,12.0,0.0,7.0,4.0,14.0,4.0,10.0,1.0,5.0,9.0
339.9653459663239,13.0,4.0,9.0,2.0,7.0,1.0,3.0,7.0,4.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,9.0,8.0,4.0,2.0,7.0,6.0,12.0,8.0,7.0,0.0,12.0,4.0,14.0,1.0,5.0,5.0
344.3249880087826,13.0,4.0,9.0,2.0,15.0,1.0,3.0,9.0,4.0,3.0,14.0,2.0,3.0,11.0,4.0,5.0,13.0,9.0,4.0,7.0,7.0,6.0,12.0,0.0,7.0,4.0,12.0,4.0,2.0,3.0,5.0,5.0
276.06693777662,13.0,1.0,9.0,2.0,7.0,1.0,3.0,9.0,14.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,10.0,6.0,5.0,2.0,7.0,6.0,12.0,0.0,2.0,4.0,12.0,4.0,15.0,1.0,5.0,5.0
271.9405440134357,13.0,4.0,9.0,2.0,7.0,1.0,1.0,9.0,14.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,2.0,5.0,5.0,2.0,7.0,6.0,12.0,0.0,7.0,4.0,12.0,4.0,10.0,1.0,5.0,5.0
286.82149866794515,11.0,4.0,9.0,2.0,7.0,1.0,3.0,9.0,14.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,9.0,3.0,5.0,2.0,7.0,6.0,12.0,0.0,7.0,4.0,12.0,4.0,3.0,1.0,5.0,4.0
346.30374065430556,11.0,4.0,9.0,2.0,7.0,1.0,3.0,9.0,14.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,11.0,3.0,5.0,2.0,7.0,6.0,2.0,0.0,7.0,4.0,12.0,4.0,8.0,1.0,5.0,5.0
355.0792326614249,11.0,1.0,9.0,2.0,7.0,1.0,3.0,9.0,14.0,3.0,14.0,2.0,3.0,11.0,4.0,9.0,11.0,13.0,5.0,2.0,7.0,6.0,12.0,0.0,7.0,4.0,12.0,4.0,15.0,1.0,5.0,5.0
272.4285566166192,13.0,4.0,9.0,2.0,7.0,1.0,3.0,9.0,14.0,3.0,14.0,2.0,3.0,11.0,7.0,7.0,9.0,8.0,5.0,2.0,7.0,6.0,12.0,0.0,7.0,4.0,10.0,4.0,5.0,1.0,5.0,4.0
495.9155139203608,13.0,4.0,9.0,2.0,7.0,1.0,4.0,9.0,14.0,11.0,14.0,2.0,3.0,11.0,4.0,7.0,9.0,5.0,5.0,3.0,7.0,6.0,1.0,0.0,7.0,4.0,14.0,4.0,5.0,1.0,5.0,5.0
225.1388015572708,13.0,4.0,9.0,2.0,7.0,1.0,1.0,9.0,14.0,3.0,14.0,2.0,3.0,11.0,4.0,7.0,9.0,8.0,5.0,3.0,7.0,6.0,9.0,0.0,7.0,4.0,14.0,1.0,15.0,1.0,5.0,9.0
